class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
p,f,s,b,t,f,f,c,b,w,t,b,s,s,?,w,p,w,o,p,h,v,u
p,f,y,y,f,f,f,c,b,g,?,b,k,k,b,p,p,w,o,l,h,v,p
p,x,s,b,t,f,?,c,b,h,t,b,s,?,w,w,p,w,o,p,h,v,u
p,?,s,w,t,f,f,c,b,h,t,b,s,s,w,w,p,w,o,p,h,v,g
p,f,y,y,f,f,?,c,b,g,e,b,k,k,b,n,p,w,o,l,h,v,g
p,f,y,?,f,f,f,c,b,p,e,?,k,k,n,p,p,w,o,l,h,y,d
p,f,y,g,f,f,f,c,b,h,e,b,?,k,n,p,p,w,o,l,h,y,p
p,f,f,g,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,v,p
p,b,s,p,?,n,f,c,?,?,e,b,s,s,w,w,p,w,t,p,r,v,m
p,x,?,n,f,f,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,l
p,b,s,w,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,r,v,g
e,x,y,n,t,n,f,c,b,w,e,?,s,s,w,w,p,w,t,e,w,c,w
p,x,y,n,f,y,f,c,n,?,t,?,s,s,p,w,p,w,o,e,w,v,p
p,x,y,n,f,?,f,c,?,b,t,?,s,s,w,p,p,w,o,e,w,v,?
p,x,y,n,f,f,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p
p,f,s,?,?,f,f,c,b,w,t,b,s,s,w,w,p,w,o,p,h,s,g
p,b,y,y,f,n,f,c,n,w,e,?,?,y,w,n,p,w,o,e,w,v,d
p,x,s,g,t,f,f,c,b,w,t,b,f,f,w,w,p,w,o,p,h,v,u
e,f,?,p,t,n,?,c,b,e,e,?,s,s,w,?,p,w,t,e,w,c,w
e,k,?,p,t,n,f,c,b,e,e,?,s,s,e,?,p,w,t,e,w,c,w
e,f,y,n,?,n,f,c,b,w,e,?,s,s,e,e,p,w,t,e,w,c,w
p,b,y,p,t,n,f,c,b,g,e,b,s,s,w,w,p,w,t,p,r,v,m
p,x,s,g,t,f,f,c,b,w,t,b,s,f,w,w,p,w,o,p,h,v,g
p,x,s,g,t,f,f,c,b,p,t,b,s,s,w,w,?,w,o,p,h,s,g
p,x,f,y,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,v,g
p,x,y,n,f,s,f,c,n,b,t,?,k,s,p,w,p,w,o,?,w,v,p
p,f,y,b,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,r,?,g
p,x,s,b,t,f,f,c,b,h,t,b,f,f,w,w,p,w,o,p,h,v,u
p,b,s,b,t,n,f,c,b,r,e,b,s,s,?,w,p,w,t,p,r,v,g
e,f,y,w,f,n,f,c,n,p,e,?,s,f,w,w,p,w,o,f,?,y,d
e,x,?,n,f,n,f,w,n,w,e,b,f,s,w,n,p,w,o,e,w,v,l
p,x,f,y,f,f,f,c,b,p,e,b,k,k,?,n,p,w,o,l,h,v,p
p,f,s,b,t,f,f,c,b,h,t,b,s,f,w,w,p,w,o,p,h,v,g
p,f,y,y,f,f,f,c,b,g,e,b,k,k,?,p,p,w,o,l,?,v,g
e,k,s,e,?,n,?,c,b,e,e,?,s,s,e,e,p,w,t,e,w,c,w
p,?,f,y,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,y,p
p,b,f,n,f,n,f,c,n,w,?,?,k,y,w,n,p,w,o,e,w,v,d
p,x,y,n,f,s,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,?
p,f,y,y,f,f,f,c,?,h,e,b,?,k,n,b,p,w,o,l,h,?,d
p,x,y,y,f,f,f,c,b,g,e,b,k,?,n,b,p,w,?,l,h,y,g
p,x,s,g,t,f,f,c,?,p,t,b,f,s,w,w,p,w,?,p,h,s,?
p,x,y,n,f,f,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,d
e,x,y,n,t,n,f,c,b,w,e,?,s,?,e,w,p,w,t,e,w,c,w
e,f,y,n,f,n,f,w,n,w,e,b,f,f,w,?,p,w,o,e,w,v,l
p,f,y,b,t,n,?,c,b,g,e,b,s,s,w,w,p,w,t,p,r,v,g
?,?,f,n,f,n,f,c,n,w,e,?,k,y,w,y,?,w,o,e,w,v,d
p,f,y,g,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,?,h,v,g
p,x,y,n,f,s,f,c,n,?,t,?,k,k,p,w,p,w,o,e,w,v,p
p,f,f,?,f,?,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,y,d
?,f,f,g,f,f,f,c,b,p,e,b,k,k,b,?,p,?,o,l,h,v,d
p,x,s,g,t,f,f,c,b,p,t,b,s,f,w,w,p,w,o,p,h,s,g
e,x,y,r,f,n,f,c,n,u,e,?,s,f,?,w,p,w,o,?,h,y,d
p,x,y,n,f,y,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p
p,f,s,p,t,n,f,?,b,g,e,b,s,s,w,w,p,?,t,p,r,v,m
p,x,y,e,f,y,f,c,n,b,t,?,k,k,p,p,p,w,o,?,w,v,l
p,f,s,b,t,f,f,c,b,w,t,b,s,s,w,w,p,w,o,p,h,v,g
p,x,s,?,t,f,f,c,b,w,t,b,s,s,w,w,p,w,o,p,h,v,u
e,k,s,e,?,n,f,c,b,e,e,?,s,s,w,w,p,w,t,e,w,c,w
p,f,s,b,t,f,?,c,b,w,t,b,?,?,w,w,p,?,o,p,h,s,g
e,x,f,n,f,n,?,w,n,w,e,b,f,f,w,n,p,w,o,e,w,v,l
p,f,y,y,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,v,d
e,f,y,w,f,n,f,c,n,w,e,?,s,f,w,w,p,w,o,f,h,y,d
p,f,s,w,t,f,f,c,b,?,t,b,s,s,?,w,p,w,?,p,h,s,u
p,f,s,p,t,n,f,c,b,r,e,b,s,s,w,w,p,w,t,p,r,v,g
p,f,y,y,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,y,d
p,f,s,g,t,f,f,c,b,h,t,b,s,f,w,w,p,?,o,p,h,s,g
p,x,y,n,?,f,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,l
p,f,y,y,f,f,f,c,b,g,e,b,?,k,b,b,p,w,o,l,h,v,g
p,f,s,g,t,f,f,c,b,h,t,b,f,s,w,?,p,w,o,p,h,s,g
p,f,s,w,t,f,f,c,b,h,t,b,s,f,w,?,p,w,o,p,h,s,?
p,x,y,n,f,s,f,c,n,b,t,?,s,k,w,w,p,w,o,?,w,v,d
p,f,f,y,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,y,d
p,x,y,n,f,f,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,d
p,b,y,b,t,n,f,c,b,g,e,b,s,s,w,w,p,w,t,p,r,v,g
p,f,y,y,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,v,g
p,x,y,e,f,y,f,c,n,?,t,?,k,s,w,p,p,w,o,e,w,v,l
p,x,?,n,f,f,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,?,d
e,k,y,b,t,n,f,c,b,e,e,?,s,s,w,w,p,w,t,e,w,c,w
e,x,y,w,f,n,f,c,n,p,e,?,s,f,w,w,p,w,o,f,h,y,d
p,f,s,b,t,?,f,c,b,p,t,b,s,f,w,w,p,w,o,p,h,v,u
p,f,y,?,f,f,f,c,?,g,e,b,k,k,n,p,p,w,o,l,h,y,g
?,x,y,?,f,f,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,?,p
p,f,s,e,f,s,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,d
p,x,y,e,f,f,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,d
?,x,s,n,f,f,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p
p,?,y,n,?,f,f,c,n,b,t,?,?,?,w,w,p,w,o,e,w,v,p
p,f,y,e,f,s,f,c,n,b,?,?,s,k,p,p,p,w,o,e,w,v,d
p,k,y,n,f,y,f,c,n,b,t,?,k,s,p,p,p,w,o,e,?,v,l
p,f,y,e,f,y,f,c,n,b,t,?,s,s,?,w,p,w,o,e,?,v,p
p,x,s,e,f,?,f,c,n,b,t,?,s,?,p,w,?,w,o,e,w,v,l
p,?,y,n,f,f,f,c,n,b,t,?,?,k,p,p,p,w,o,e,w,v,p
p,f,?,e,f,f,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,d
p,x,s,e,f,s,f,c,n,b,t,?,?,s,w,p,p,w,o,e,w,v,l
p,x,s,n,f,s,f,c,n,?,t,?,k,?,?,p,p,w,o,e,w,v,l
p,f,?,e,f,f,?,c,n,b,t,?,k,s,?,w,p,w,o,e,w,v,d
p,?,s,e,f,y,f,c,n,b,?,?,k,k,w,p,p,w,o,e,w,v,l
p,f,y,e,f,f,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,p
p,f,y,n,f,y,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,p
p,f,y,n,f,f,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p
p,x,y,e,f,s,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,d
p,k,s,n,f,y,f,c,n,b,t,?,s,k,p,p,p,?,o,e,w,v,p
p,x,s,n,f,f,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,l
p,f,s,e,f,y,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,d
p,f,y,e,f,s,f,c,n,b,t,?,?,k,w,w,p,w,o,e,w,v,l
p,k,s,e,f,y,f,c,n,b,t,?,s,s,p,p,?,?,o,e,w,v,p
p,f,y,e,f,y,f,c,?,b,t,?,k,s,p,p,p,w,o,e,w,v,d
p,x,s,n,f,s,f,?,n,b,t,?,?,k,w,w,p,w,o,?,w,v,p
p,f,s,e,f,?,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,d
p,f,s,n,f,y,f,c,?,b,t,?,k,k,w,w,p,w,o,e,w,v,l
p,?,y,e,f,s,f,c,n,b,t,?,k,s,p,p,?,w,o,e,w,v,d
p,f,s,e,f,y,f,?,n,b,t,?,s,s,w,p,p,w,o,e,w,?,l
p,f,s,n,f,s,f,c,n,b,t,?,k,?,w,w,p,w,o,e,?,v,p
p,f,y,e,f,s,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,p
p,x,s,e,f,s,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,l
p,f,s,e,f,f,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,p
p,x,?,n,f,s,f,c,n,b,t,?,k,k,?,w,p,w,o,e,w,v,d
p,f,y,n,f,s,f,c,n,b,t,?,s,?,w,p,p,w,o,e,w,v,p
p,x,y,e,f,f,?,c,?,b,t,?,k,s,w,w,?,w,o,e,w,v,l
p,f,y,n,f,y,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l
e,b,s,n,f,n,a,c,b,y,e,?,s,s,o,o,p,n,o,p,n,?,l
p,f,s,n,f,y,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,d
e,x,s,n,f,n,a,c,b,o,?,?,s,s,o,o,?,n,o,p,n,v,?
p,f,y,e,f,y,f,c,n,?,t,?,s,s,p,p,p,w,o,e,w,v,d
p,?,y,n,f,s,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l
p,f,?,e,f,y,f,c,n,?,t,?,s,k,w,p,p,w,o,e,w,v,p
p,f,s,n,f,y,f,c,n,b,t,?,?,s,w,w,p,w,o,e,w,v,l
p,x,y,e,f,y,f,?,n,?,t,?,?,k,w,w,p,w,o,e,w,v,l
p,x,s,?,f,f,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,d
p,f,s,n,f,s,f,c,n,b,t,?,s,?,w,p,p,w,o,e,w,v,d
p,f,y,e,f,y,f,c,n,b,t,?,s,k,w,?,p,w,o,e,w,v,d
p,f,s,n,f,f,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,?
p,f,s,n,f,s,f,c,n,b,?,?,s,k,p,w,p,w,o,e,w,v,p
p,f,s,n,f,f,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,l
p,f,y,e,f,s,f,c,n,b,?,?,k,s,w,p,p,w,o,?,w,v,d
p,f,?,e,f,y,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,l
p,x,y,e,f,f,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,?
p,x,s,e,f,y,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,d
p,f,s,e,f,f,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,d
p,f,y,n,f,y,?,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p
p,x,y,e,?,f,f,c,n,b,t,?,k,s,w,?,p,w,o,e,w,v,d
p,k,s,e,f,s,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,l
p,k,s,n,?,f,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,l
p,f,y,n,f,f,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,d
p,x,s,e,f,s,f,c,n,b,?,?,s,s,p,p,p,w,o,e,w,v,l
p,x,y,e,f,f,f,c,n,b,t,?,k,k,w,p,p,?,o,e,w,v,l
p,f,y,e,f,s,f,c,n,b,t,?,s,s,?,p,?,w,o,e,w,v,p
p,?,y,n,f,s,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,l
p,f,s,e,f,f,f,c,n,b,t,?,?,k,w,p,p,w,o,e,w,v,p
p,x,s,n,f,s,?,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p
e,x,?,w,f,n,f,w,b,w,e,?,k,k,w,w,p,w,?,?,w,n,g
p,f,y,n,f,y,f,c,n,b,t,?,?,k,w,p,p,w,o,e,w,v,p
p,x,s,n,f,f,f,c,n,b,t,?,?,k,p,p,p,w,o,e,w,v,d
p,x,s,e,f,f,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,d
p,f,s,n,f,s,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,l
p,f,s,n,f,s,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,l
p,x,y,e,f,s,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,l
p,x,s,e,f,f,f,?,n,b,t,?,k,s,p,?,p,w,o,e,w,v,?
p,f,s,n,f,y,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,l
p,k,s,n,f,f,f,c,n,b,t,?,k,k,p,?,p,?,o,e,w,v,p
p,f,y,n,f,s,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,?
p,x,s,n,f,s,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,l
p,f,y,e,f,y,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l
p,?,s,e,f,y,f,c,n,?,t,?,k,k,p,p,p,w,o,e,w,v,d
p,f,s,n,f,s,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,l
p,f,y,n,f,s,f,c,?,?,t,?,s,s,p,w,p,w,o,e,w,v,p
p,k,y,n,f,y,?,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l
p,f,y,n,f,s,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,?
p,f,s,n,f,y,f,c,n,b,t,?,k,s,w,?,p,w,o,e,w,v,d
?,x,s,e,f,s,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,l
p,f,s,n,f,y,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l
?,f,s,n,f,s,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,d
p,f,s,e,f,f,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,l
p,f,y,n,f,y,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,l
p,f,s,?,f,f,f,c,n,b,t,?,k,k,p,?,p,w,o,e,w,v,d
p,f,y,n,f,f,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,l
p,f,s,e,f,y,f,c,n,b,t,?,s,k,?,w,p,w,o,?,w,?,l
p,f,s,e,f,f,f,?,n,b,t,?,s,s,w,p,p,w,o,e,?,v,l
p,x,y,e,f,f,f,?,n,b,t,?,s,k,w,w,p,w,o,e,w,v,p
p,f,s,n,f,y,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,?
p,x,y,e,f,?,f,c,n,b,t,?,s,k,w,?,p,w,o,e,w,v,d
p,f,y,e,f,f,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,?
p,x,?,n,f,f,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p
p,f,y,n,f,s,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,?
p,f,y,e,f,f,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,d
p,x,y,e,f,s,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l
?,f,y,n,f,y,?,c,n,b,t,?,s,?,w,w,p,w,o,e,w,v,d
p,f,y,n,f,y,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,?,l
p,x,?,e,?,s,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,l
p,f,y,n,f,y,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,l
p,f,s,?,f,s,f,c,?,b,t,?,k,s,p,w,p,w,o,e,w,v,l
p,x,s,?,f,f,f,c,n,b,t,?,s,s,p,p,p,w,o,?,w,v,p
?,f,y,e,f,?,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,p
p,x,y,e,f,s,f,c,?,b,t,?,k,k,p,w,p,w,o,e,w,v,l
p,x,s,e,f,f,f,c,n,b,t,?,k,k,w,?,p,w,o,e,w,v,p
p,f,s,e,f,f,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,l
p,f,y,e,f,f,f,c,n,?,t,?,k,?,?,?,p,w,?,?,w,v,?
p,x,y,e,f,s,f,c,n,b,t,?,s,k,w,?,p,w,o,e,w,v,l
p,?,y,e,f,s,f,c,n,b,t,?,s,k,p,w,p,?,o,e,w,v,l
p,x,s,n,f,f,?,c,n,b,t,?,s,s,w,p,p,?,o,e,w,v,l
p,x,s,e,f,f,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l
p,k,s,e,f,s,f,c,?,b,t,?,k,k,p,w,p,w,o,e,w,v,p
e,x,s,c,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,?,v,p
p,x,s,e,?,y,f,c,?,b,t,?,s,k,?,p,p,w,o,e,w,v,p
p,f,s,n,f,?,f,c,n,b,t,?,s,s,w,p,p,w,o,?,w,?,d
p,x,s,n,f,y,f,c,n,?,t,?,s,k,p,w,p,w,o,e,w,v,l
p,f,y,n,f,s,f,?,n,b,t,?,s,k,p,p,p,w,o,e,w,v,p
p,f,y,e,f,?,f,c,n,b,?,?,s,k,p,?,p,w,o,e,w,v,l
p,?,s,e,f,s,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,l
p,x,y,e,f,f,f,?,n,b,t,?,k,k,p,p,p,?,o,e,w,v,l
p,x,s,e,f,f,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l
p,x,s,n,f,y,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,d
p,x,y,e,f,f,f,c,n,?,t,?,k,s,w,?,p,w,o,e,w,v,d
?,?,s,e,f,f,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p
p,?,s,n,f,y,f,c,n,b,t,?,s,k,w,?,p,w,o,e,w,v,l
p,f,?,e,f,y,f,c,n,b,t,?,k,s,w,w,p,w,o,?,w,v,p
p,x,y,e,f,s,?,c,n,b,t,?,k,s,p,p,p,w,o,e,?,v,l
p,k,s,e,f,f,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p
p,f,y,n,?,s,f,c,n,?,t,?,s,s,w,w,p,w,o,e,w,v,d
p,f,s,n,f,y,f,?,n,b,t,?,s,?,w,w,p,w,o,e,w,v,d
p,x,?,e,f,y,f,c,n,b,t,?,k,k,w,p,p,w,o,e,?,v,p
p,f,s,n,f,f,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,l
p,f,s,e,f,s,f,c,n,b,t,?,k,k,w,p,p,w,o,e,?,v,p
p,f,y,e,f,y,?,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,l
e,b,f,w,f,n,f,w,b,g,?,?,s,s,w,w,p,?,t,p,w,n,g
p,x,y,e,?,s,f,c,n,b,t,?,s,s,w,p,p,w,o,?,w,v,l
p,x,y,e,f,f,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p
p,f,y,?,f,s,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,?,l
p,f,y,e,f,y,f,c,n,b,t,?,s,k,w,p,p,w,o,e,?,v,l
e,k,f,w,f,n,f,w,b,g,e,?,k,s,w,?,p,w,t,p,w,s,?
p,x,?,n,f,s,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p
p,f,s,n,f,s,f,c,n,b,?,?,k,s,p,p,p,?,o,e,w,v,p
p,x,s,n,f,s,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,d
p,f,s,e,f,f,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,d
p,x,s,n,f,f,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,p
p,x,s,n,f,f,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,p
p,x,s,e,f,s,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,p
p,k,s,n,f,y,f,c,n,b,t,?,s,s,w,p,p,w,o,?,w,v,d
p,x,y,e,f,f,f,c,n,b,t,?,s,s,w,w,p,w,o,e,?,v,d
p,x,s,e,f,f,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,d
p,x,y,e,f,f,f,c,n,b,t,?,k,k,w,w,p,?,o,e,w,v,d
p,x,s,e,f,s,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d
p,x,s,e,f,?,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,d
p,x,s,e,f,s,f,c,?,b,t,?,k,k,w,p,p,w,o,e,w,v,l
p,x,s,?,f,s,f,c,n,b,?,?,s,s,w,p,p,w,o,e,w,v,d
p,f,y,e,f,s,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,d
p,x,s,n,f,y,f,c,n,b,t,?,s,s,p,w,p,w,o,?,w,v,d
p,f,s,n,f,y,f,c,n,b,t,?,s,s,p,w,p,?,o,e,w,v,d
p,x,s,e,f,f,f,c,n,b,t,?,?,k,w,w,p,w,o,?,w,v,d
p,f,s,e,f,?,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p
p,x,s,n,f,y,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,l
p,f,?,e,f,y,f,?,n,?,t,?,s,s,p,w,p,w,o,e,w,v,?
p,x,s,n,f,y,f,c,?,?,t,?,k,s,w,p,p,w,o,?,w,v,l
?,?,s,n,f,f,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p
p,f,s,e,f,f,f,c,n,b,t,?,s,s,p,p,p,w,?,e,w,v,l
p,f,s,e,f,f,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,l
p,f,y,e,f,f,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p
?,k,s,n,f,?,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,?,p
p,f,y,n,f,f,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,l
p,f,s,e,f,f,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p
p,x,y,e,f,s,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,d
p,f,s,e,f,y,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,l
p,f,y,e,f,f,f,c,n,b,t,?,s,s,p,?,p,w,o,e,w,v,l
p,f,s,n,f,s,f,c,n,b,t,?,k,k,p,w,p,w,o,?,w,v,d
p,f,s,n,f,f,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d
p,x,y,e,f,s,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p
p,x,?,e,f,s,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,l
p,f,s,e,f,y,f,c,n,b,t,?,k,k,w,p,p,w,o,?,w,v,p
p,k,y,e,f,f,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,?
p,f,y,e,f,s,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p
p,k,?,n,f,s,f,c,n,b,t,?,s,?,w,p,p,w,o,e,w,v,d
p,x,s,e,f,s,f,c,n,b,t,?,k,s,w,p,p,w,?,e,w,v,l
p,?,y,e,f,s,f,c,?,b,?,?,s,k,w,p,p,w,o,e,w,v,p
p,x,s,n,f,f,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,l
p,f,y,n,f,f,f,?,n,b,t,?,s,s,p,?,p,w,o,e,w,v,l
p,x,s,e,f,f,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p
?,b,s,g,f,?,f,w,b,w,e,?,s,k,w,w,p,?,t,p,w,n,g
p,x,y,e,f,s,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p
p,x,?,e,?,s,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d
p,f,y,e,f,s,f,c,n,b,t,?,s,?,p,p,p,w,o,e,w,v,l
p,x,s,e,f,y,f,c,n,b,t,?,?,s,w,p,p,w,o,e,w,v,p
p,f,y,e,f,y,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,d
p,f,y,e,f,f,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,?,l
p,x,s,n,f,f,f,?,n,b,t,?,k,k,w,w,p,w,o,e,w,v,d
?,f,y,?,f,f,f,c,n,b,?,?,k,s,w,p,p,w,o,e,w,v,p
e,k,s,w,f,n,f,w,b,?,e,?,?,s,w,w,?,w,?,p,w,s,g
p,f,y,e,f,s,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,?
p,x,s,e,f,f,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p
p,?,y,n,f,y,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l
?,f,y,n,f,s,f,c,n,b,t,?,k,k,p,w,p,w,o,?,w,v,l
p,x,s,e,f,y,f,c,n,b,t,?,k,?,w,p,p,w,o,e,?,v,l
p,f,?,e,f,y,f,?,?,b,t,?,k,k,w,w,p,w,o,e,?,v,d
p,f,y,e,f,f,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,?,p
p,?,s,n,f,y,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,p
p,x,y,e,f,f,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p
p,f,y,e,f,s,?,c,n,b,t,?,?,k,?,w,p,w,o,?,w,v,d
e,b,f,g,f,n,f,?,b,p,e,?,k,?,w,w,p,w,t,p,w,n,g
p,k,y,e,f,s,f,c,n,?,t,?,s,k,w,w,p,w,o,e,w,v,l
p,x,y,e,f,f,f,c,n,b,t,?,s,s,p,w,p,w,o,?,w,v,l
p,k,s,e,f,f,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,l
p,?,s,n,f,s,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,p
e,k,s,w,f,n,f,w,b,g,e,?,s,k,w,w,p,w,t,p,w,s,g
